acpr_code,acpr_name,state,year,n_first_admission,n_repeat_admission,n_indigenous,n_male,n_female,n_nesb,n_english_speaking,hcp_l1,hcp_l2,hcp_l3,hcp_l4,n_age_0_49,n_age_50_54,n_age_55_59,n_age_60_64,n_age_65_69,n_age_70_74,n_age_75_79,n_age_80_84,n_age_85_89,n_age_90_94,n_age_95_99,n_age_100_plus
508,Mid West,WA,2024,65,11,5,37,39,6,15,0,18,24,34,0,0,2,0,2,10,15,19,16,12,0,0
509,Pilbara,WA,2024,15,4,9,7,12,1,1,1,7,7,4,0,2,2,0,1,2,3,4,4,1,0,0
510,South West,WA,2024,502,101,13,257,346,95,96,3,87,209,304,1,3,6,9,42,66,120,120,136,79,20,1
511,Wheatbelt,WA,2024,216,29,16,102,143,25,41,0,52,135,58,0,2,3,2,19,41,62,58,36,16,6,0
601,North Western,TAS,2024,300,225,15,208,317,47,59,39,229,166,91,0,0,0,3,36,85,102,117,110,56,16,0
602,Northern,TAS,2024,572,155,27,262,465,92,74,30,349,224,124,0,1,4,2,52,105,147,180,149,69,18,0
603,Southern,TAS,2024,818,313,36,395,736,101,129,67,556,378,130,0,5,1,2,67,145,257,255,245,125,26,3
701,Alice Springs,NT,2024,47,11,22,22,36,7,9,3,24,21,10,0,3,6,5,7,8,7,11,8,3,0,0
703,Darwin,NT,2024,154,39,33,79,114,41,20,4,67,83,39,0,3,3,5,19,36,39,41,30,11,5,1
704,East Arnhem,NT,2024,37,5,38,18,24,1,0,0,23,14,5,0,7,8,9,8,6,2,2,0,0,0,0
705,Katherine,NT,2024,32,1,19,20,13,1,2,0,17,11,5,0,1,2,0,10,11,3,2,2,1,1,0
801,ACT,ACT,2024,728,161,18,331,558,219,97,10,330,256,293,0,0,3,5,62,98,181,189,213,118,20,0
